"Un flux de charges sera utilisé pour traiter le paiement.",".
"Send Order Email","Envoyer un e-mail de commande"
"Send Refund Request","Envoyer la demande de remboursement"
"Send the Magento store's order email.","Envoyer l'e-mail de commande de la boutique Magento."
"Show Description","Afficher la description"
"Show Image","Afficher l'image"
"Show the payment method's description on the checkout page.","Afficher la description du mode de paiement sur la page de paiement."
"Show the payment method's image on the checkout page.","Afficher l'image du mode de paiement sur la page de paiement."
"Sort Order","Ordre de tri"
"Space ID required","Identifiant d'espace requis"
"Space Id","Identifiant d'espace"
"Space View Id","Identifiant de la vue de l'espace"
"Successfully refunded.","Remboursé avec succès."
"Synchronizing with wallee failed: %1","Échec de la synchronisation avec wallee : %1"
"The Application User needs to have full permissions in all spaces this shop is linked to.","L'utilisateur de l'application doit disposer des autorisations complètes dans tous les espaces auxquels cette boutique est liée."
"The capture has been registered. The invoice will be created, as soon as the capture is done.","La capture a été enregistrée. La facture sera créée, dès que la capture sera effectuée.","La capture a été enregistrée. La facture sera créée, dès que la capture sera effectuée."
"The capture has been requested but could not be completed yet. The invoice will be updated, as soon as the capture is done.","La capture a été demandée mais n'a pas encore pu être effectuée. La facture sera mise à jour dès que au fur et à mesure de la capture."
"The capture of the invoice failed on the gateway: %1.","La capture de la facture a échoué sur la passerelle : %1."
"The credit memo has been created automatically.","L'avoir a été créé automatiquement."
"The customer can be charged by using an existing token. If left empty, no token is used.","Le client peut être facturé en utilisant un jeton existant. Si laissé vide, aucun jeton n'est utilisé."
"The description to set on the shipping line item.","La description à définir sur l'élément de ligne d'expédition."
"The invoice cannot be cancelled as its capture has already been requested.","La facture ne peut pas être annulée car sa capture a déjà été demandée."
"The invoice cannot be cancelled.","La facture ne peut pas être annulée."
"The invoice cannot be created.","La facture ne peut pas être créée.","La facture ne peut pas être créée."
"The order can be fulfilled now.","La commande peut être exécutée maintenant."
"The order failed because the payment timed out.","La commande a échoué car le paiement a expiré."
"The order ID has been provided.","L'ID de commande a été fourni."
"The order should not be fulfilled yet, as the payment is not guaranteed.","La commande ne doit pas encore être exécutée, car le paiement n'est pas garanti."
"The payment could not be processed. Please try again.","Le paiement n'a pas pu être traité. Veuillez réessayer."
"The payment process could not have been finished successfully.","Le processus de paiement n'a pas pu être terminé avec succès."
"The payment timed out. Please reload the page and submit the order again.", "Le paiement a expiré. Veuillez recharger la page et soumettre à nouveau la commande"
"The refund cannot be executed as the transaction's line items do not match the order's.","Le remboursement ne peut pas être exécuté car les éléments de la transaction ne correspondent pas à ceux de la commande.."
"The refund could not be found.","Le remboursement est introuvable."
"The refund of %1 failed on the gateway: %2","Le remboursement de %1 a échoué sur la passerelle : %2"
"The refund was requested successfully, but is still pending on the gateway.","Le remboursement a été demandé avec succès, mais est toujours en attente sur la passerelle."
"The Space View Id allows to control the styling of the payment form and the payment page. It allows in multistore setups to adapt the payment form to different styling per substore without requiring a dedicated space.","Le Space View Id permet de contrôler le style du formulaire de paiement et de la page de paiement. Il permet dans les configurations multi-boutiques d'adapter le formulaire de paiement à un style différent par sous-boutique sans nécessiter d'espace dédié."
"The transaction invoice could not be found.","La facture de transaction est introuvable."
"The void of the payment failed on the gateway: %1","L'annulation du paiement a échoué sur la passerelle : %1"
"The wallee security token is invalid.","Le jeton de sécurité wallee est invalide."
"The wallee security token needs to be set on the order to build the URL.","Le jeton de sécurité wallee doit être défini sur la commande pour créer l'URL."
"There are <a href=""%1"" target=""_blank"">%2 manual tasks</a> that need your attention.","Il y a <a href=""%1"" target=""_blank"">%2 tâches manuelles</a>, qui nécessitent votre attention."
"There has been an error while sending the refund to the gateway.","Une erreur s'est produite lors de l'envoi du remboursement à la passerelle."
"There is a <a href=""%1"" target=""_blank"">manual task</a> that needs your attention.","Il y a une <a href=""%1"" target=""_blank"">tâche manuelle</a>, qui requiert votre attention."
"There seems to have been a problem with your order. However, the payment was successful. Please contact us.","Il semble qu'il y ait eu un problème avec votre commande. Cependant, le paiement a réussi. Veuillez nous contacter."
"This order has a pending refund request.","Cette commande a une demande de remboursement en attente."
"Title","Titre"
"To use this extension, a wallee account is required. Sign up on <a href=""https://www.wallee.com/"" target=""_blank"">https://www.wallee.com</a>.","Pour utiliser cette extension, un compte wallee est requis. Inscrivez-vous sur <a href=""https://www.wallee.com/"" target=""_blank"">https://www.wallee.com</a>."
"Token ID required","ID de jeton requis"
"Token:","Jeton:"
"Transaction ID required","ID transazione richiesto"
"Transaction ID: ""%1""","Identifiant de transaction requis: ""%1"""
"Transaction State","État de la transaction"
"Transaction","Transaction"
"Unknown State","État inconnu"
"Use the custom description for the shipping line item.","Utiliser la description personnalisée pour l'élément de ligne d'expédition."
"User Id","Identifiant de l'utilisateur"
"View in wallee","Vue en wallee"
"Voided","Annulé"
"wallee Payment Methods","wallee Payment Methods"
"wallee Payment Tokens","jetons de paiement wallee"
"wallee Payment","paiement wallee"
"wallee SDK Version","wallee SDK-Version"
"Failing authorization in store failed: %1.","Échec de l'autorisation en magasin : %1."
"The capture of the invoice failed in the store: %1.","La capture de la facture a échoué dans la boutique : %1."
"The associated authorization transaction for the payment could not be found.","La transaction d'autorisation associée au paiement est introuvable."
"Enabled: this can impact certain payment methods and slow down the payment process","Activé : cela peut avoir un impact sur certaines méthodes de paiement et ralentir le processus de paiement."
